,original title,producing country,production year,directors,visitors
12627,Sauver ou périr,FR,2018,Frédéric Tellier,1018179
12628,La tribu,ES,2018,Fernando Colomo,1004251
12629,Hadi Be Oglum,TR,2018,Bora Egemen,1002519
12630,Les vieux fourneaux,FR,2018,Christophe Duthuron,1000585
12631,Rémi sans famille,FR,2018,Antoine Blossier,997285
12632,Overlord,US,2018,Julius Avery,990652
12633,Pupille,"FR, BE",2018,Jeanne Herry,957615
12634,En liberté!,FR,2018,Pierre Salvadori,956063
12635,The Old Man & the Gun,"US, GB",2018,David Lowery,954789
12636,Girl,"BE, NL",2018,Lukas Dhont,953574
12637,Red Joan,GB,2018,Trevor Nunn,949852
12638,The White Crow,"GB, US, RS",2018,Ralph Fiennes,946454
12639,Mary Magdalene,"US, GB, AU",2018,Garth Davis,944286
12640,On the Basis of Sex,"US, CN, CA",2018,Mimi Leder,944076
12641,Ben Is Back,US,2018,Peter Hedges,938052
12642,Bad Times at the El Royale,US,2018,Drew Goddard,936462
12643,Pettersson und Findus - Findus zieht um,DE,2018,Ali Samadi Ahadi,928403
12644,Hunter Killer,"US, GB, CN",2018,Donovan Marsh,922792
12645,Journal 64,"DK, DE",2018,Christoffer Boe,917744
12646,L'Empereur de Paris,FR,2018,Jean-François Richet,912663
12647,Unge Astrid,"SE, DK",2018,Pernille Fischer Christensen,911524
12648,Ploey,"IS, BE",2018,Árni Ásgeirsson,907590
12649,The Bad Guys,US,2018,Carlos Rincones,904596
12650,Yucatán,ES,2018,Daniel Monzón,903908
12651,Bon Bini Holland 2,NL,2018,Jon Karthaus,896452
12652,Le Retour du Héros,"FR, BE",2018,Laurent Tirard,887383
12653,Kona fer í stríð,"IS, FR, UA",2018,Benedikt Erlingsson,885343
12654,12 Strong,US,2018,Nicolai Fuglsig,882755
12655,El cuaderno de Sara,ES,2018,Norberto López Amado,880633
12656,Den skyldige,DK,2018,Gustav Möller,879942
12657,Le flic de Belleville,FR,2018,Rachid Bouchareb,879896
12658,7 uczuc,PL,2018,Marek Koterski,878463
12659,Kafalar Karisik,TR,2018,Yücel Yolcu,869263
12660,Larguées,FR,2018,Eloïse Lang,858405
12661,Cats and Peachtopia,CN,2018,Gary Wang,857397
12662,Un homme pressé,FR,2018,Hervé Mimran,852288
12663,L'incroyable histoire du facteur Cheval,"FR, BE",2018,Nils Tavernier,848098
12664,Cebimdeki Yabanci,TR,2018,Serra Yilmaz,846833
12665,Edmond,"FR, BE",2018,Alexis Michalik,826832
12666,Ma reum,"FR, BE",2018,Frédéric Quiring,819133
12667,Unfriended: Dark Web,"US, RU",2018,Stephen Susco,814260
12668,Bizim Köyün Sarkisi,TR,2018,Tugçe Soysop,801573
12669,The Lion King,"US, GB",2019,Jon Favreau,52782533
12670,Avengers: Endgame,US,2019,"Anthony Russo, Joe Russo",46739664
12671,Frozen 2,US,2019,"Chris Buck, Jennifer Lee",42363103
12672,Joker,US,2019,Todd Phillips,40171953
12673,Star Wars: Episode IX - The Rise of Skywalker,US,2019,J.J. Abrams,32333708
12674,Toy Story 4,US,2019,Josh Cooley,24496284
12675,Aladdin,US,2019,Guy Ritchie,21638320
12676,Captain Marvel,US,2019,"Anna Boden, Ryan Fleck",20606973
12677,Jumanji: The Next Level,US,2019,Jake Kasdan,20379350
12678,Spider-Man: Far from Home,US,2019,Jon Watts,20189160
12679,How to Train Your Dragon: The Hidden World,"US, JP",2019,Dean DeBlois,17384385
12680,Once Upon a Time... in Hollywood,"US, CN, GB",2019,Quentin Tarantino,17086392
12681,The Secret Life of Pets 2,"US, FR, JP",2019,"Chris Renaud, Jonathan del Val",16436366
12682,1917,"GBinc, US",2019,Sam Mendes,15844932
12683,Fast & Furious Presents: Hobbs & Shaw,"US, JP",2019,David Leitch,15246886
12684,Dumbo,"US, GB, AU, CA",2019,Tim Burton,13662682
12685,Maleficent: Mistress of Evil,"US, GB, CA",2019,Joachim Rønning,13629479
12686,It Chapter Two,"US, CA",2019,Andy Muschietti,12481073
12687,Pokémon Detective Pikachu,"US, JP",2019,Rob Letterman,9980382
12688,Parasite,KR,2019,Bong Joon Ho,9451392
12689,Downton Abbey,"GBinc, US, CN",2019,Michael Engler,8092080
12690,Knives Out,US,2019,Rian Johnson,8007890
12691,John Wick: Chapter 3 - Parabellum,US,2019,Chad Stahelski,7834131
12692,Alita: Battle Angel,"US, CA, JP",2019,Robert Rodriguez,7451155
12693,Abominable,"US, CN, JP",2019,"Jill Culton, Todd Wilderman",7425154
12694,Little Women,US,2019,Greta Gerwig,7329207
12695,Glass,"US, CN",2019,M. Night Shyamalan,7230169
12696,The Addams Family,"US, CA",2019,"Greg Tiernan, Conrad Vernon",7099053
12697,The Lego Movie 2: The Second Part,"US, DK, NO, AU",2019,Mike Mitchell,6838949
12698,Shazam!,"US, CA",2019,David Sandberg,6774606
12699,Rocketman,"GBinc, US",2019,Dexter Fletcher,6629112
12700,Das perfekte Geheimnis,DE,2019,Bora Dagtekin,6266700
12701,Last Christmas,"US, GB",2019,Paul Feig,6236487
12702,Annabelle Comes Home,US,2019,Gary Dauberman,6214535
12703,After,US,2019,Jenny Gage,5730616
12704,Yedinci Kogustaki Mucize,TR,2019,Mehmet Ada Öztekin,5715742
12705,The Angry Birds Movie 2,"US, FI",2019,"Thurop Van Orman, John Rice",5551588
12706,Yesterday,"GBinc, US, CN, JP",2019,Danny Boyle,5419299
12707,Wonder Park,"US, ES",2019,"Dylan Brown, David Feiss",5412673
12708,Spies in Disguise,US,2019,"Nick Bruno, Troy Quane",5312376
12709,Dark Phoenix,US,2019,Simon Kinberg,5188968
12710,Ford v Ferrari,US,2019,James Mangold,4953089
12711,Ad Astra,"US, CN, BR",2019,James Gray,4786198
12712,The Gentlemen,US,2019,Guy Ritchie,4783044
12713,Men in Black: International,"US, CN",2019,F. Gary Gray,4603253
12714,Recep Ivedik 6,TR,2019,Togan Gökbakar,4523546
12715,Us,"US, CN, JP",2019,Jordan Peele,4433291
12716,Gemini Man,"US, CN",2019,Ang Lee,4280017
12717,A Shaun the Sheep Movie: Farmageddon,"GB, US, FR, CN",2019,"Will Becher, Richard Phelan",4270855
12718,The Queen's Corgi,"BE, US",2019,"Vincent Kesteloot, Ben Stassen",4252758
12719,Terminator: Dark Fate,"US, ES, HU, CN",2019,Tim Miller,4233917
12720,Angel Has Fallen,"US, GB, PT, CA, BG",2019,Ric Roman Waugh,4181945
12721,The Hustle,US,2019,Chris Addison,4080003
12722,Hustlers,US,2019,Lorene Scafaria,3983257
12723,Jojo Rabbit,"US, NZ, CZ",2019,Taika Waititi,3960346
12724,Godzilla: King of the Monsters,"US, JP, CN, MX",2019,Michael Dougherty,3788564
12725,Escape Room,"US, ZA",2019,Adam Robitel,3772355
12726,Dolor y gloria,"ES, FR",2019,Pedro Almodóvar,3689669
12727,Pet Sematary,US,2019,"Kevin Kolsch, Dennis Widmyer",3687177
12728,Organize Isler: Sazan Sarmali,TR,2019,Yilmaz Erdogan,3586479
12729,Rafadan Tayfa Göbeklitepe,TR,2019,İsmail Fidan,3503593
12730,Pinocchio,"IT, FR, GB",2019,Matteo Garrone,3112976
12731,Nous finirons ensemble,"FR, BE",2019,Guillaume Canet,3070947
12732,Dora and the Lost City of Gold,"US, AU",2019,James Bobin,2990865
12733,Rambo: Last Blood,"US, HK, BG",2019,Adrian Grunberg,2989980
12734,The Curse of la Llorona,US,2019,Michael Chaves,2971784
12735,Hors normes,"FR, BE",2019,"Olivier Nakache, Eric Toledano",2894001
12736,Kaamelott - Premier volet,FR,2019,Alexandre Astier,2870418
12737,J'accuse,"FR, IT",2019,Roman Polanski,2775332
12738,Zombieland: Double Tap,US,2019,Ruben Fleischer,2719022
12739,Les misérables,FR,2019,Ladj Ly,2622211
12740,Five Feet Apart,US,2019,Justin Baldoni,2612939
12741,Good Boys,US,2019,Gene Stupnitsky,2460299
12742,Cats,"GBinc, US",2019,Tom Hooper,2434068
12743,Miszmasz czyli Kogel Mogel 3,PL,2019,Kordian Piwowarski,2426920
12744,Padre no hay más que uno,ES,2019,Santiago Segura,2393936
12745,Il primo Natale,IT,2019,"Salvatore Ficarra, Valentino Picone",2381489
12746,Cold Pursuit,"US, FR, GB, CN, NO",2019,Hans Petter Moland,2367682
12747,A Rainy Day in New York,US,2019,Woody Allen,2304345
12748,Judy,"GB, US, FR",2019,Rupert Goold,2129501
12749,Kral Sakir Korsanlar Diyari,TR,2019,"Haluk Can Dizdaroglu, Berk Tokay",2107825
12750,La Belle Époque,"FR, BE",2019,Nicolas Bedos,2083118
12751,Au nom de la terre,"FR, BE",2019,Edouard Bergeon,2072475
12752,Midway,"US, CN, HK, CA",2019,Roland Emmerich,2071912
12753,Baba Parasi,TR,2019,Selçuk Aydemir,2071090
12754,Mucize 2: Ask,TR,2019,Mahsun Kirmizigül,2018949
12755,Polityka,PL,2019,Patryk Vega,2001106
12756,A Dog's Way Home,"CN, US",2019,Charles Martin Smith,1978175
12757,Mientras dure la guerra,"ES, AR",2019,Alejandro Amenábar,1954888
12758,Cep Herkülü: Naim Süleymanoglu,TR,2019,Ozer Feyzioglu,1902039
12759,Doctor Sleep,US,2019,Mike Flanagan,1900533
12760,Si yo fuera rico,ES,2019,Álvaro Fernández Armero,1897205
12761,La vie scolaire,FR,2019,"Mehdi Idir, Grand Corps Malade",1863261
12762,Lo dejo cuando quiera,ES,2019,Carlos Therón,1840262
12763,Donne-moi des ailes,"FR, NO",2019,Nicolas Vanier,1831254
12764,Richard Jewell,US,2019,Clint Eastwood,1820927
12765,Countdown,US,2019,Justin Dec,1779295
12766,Bombshell,"US, CA",2019,Jay Roach,1758080
12767,Scary Stories to Tell in the Dark,"US, CA, CN",2019,André Øvredal,1741387
12768,Zeny v behu,CZ,2019,Martin Horský,1705959
12769,Boze Cialo,"PL, FR",2019,Jan Komasa,1683603
12770,Happy Death Day 2U,"US, JP",2019,Christopher Landon,1682622
12771,Hellboy,"US, GB, BG, CA",2019,Neil Marshall,1650642
12772,Anna,"FR, US",2019,Luc Besson,1618764
12773,Long Shot,US,2019,Jonathan Levine,1614392
12774,Playmobil: The Movie,"FR, US, DE",2019,Lino DiSalvo,1612233
12775,Trouble,"CA, US, KY",2019,Kevin Johnson,1610415
12776,Ready or Not,US,2019,"Matt Bettinelli-Olpin, Tyler Gillett",1533214
12777,Leberkäsjunkie,DE,2019,Ed Herzog,1500912
12778,Crawl,US,2019,Alexandre Aja,1499218
12779,Planeta Singli 3,PL,2019,"Sam Akina, Michal Chacinski",1477918
12780,Joyeuse retraite!,FR,2019,Fabrice Bracq,1380906
12781,Le mystère Henri Pick,"FR, BE",2019,Rémi Bezançon,1340196
12782,Sorry We Missed You,"GB, BE, FR",2019,Ken Loach,1339521
12783,C'est quoi cette mamie?!,"FR, BE",2019,Gabriel Julien-Laferrière,1338282
12784,Il traditore,"IT, FR, DE, BR",2019,Marco Bellocchio,1318808
12785,Missing Link,US,2019,Chris Butler,1301798
12786,A Dog's Journey,"US, CN, IN",2019,Gail Mancuso,1290749
12787,La dea fortuna,IT,2019,Ferzan Ozpetek,1274409
12788,Fisherman's Friends,GB,2019,Chris Foggin,1259971
12789,Ma,"US, JP",2019,Tate Taylor,1225313
12790,Can Dostlar,TR,2019,Tugçe Soysop,1218887
12791,Charlie's Angels,US,2019,Elizabeth Banks,1217532
12792,Kobiety mafii 2,PL,2019,Patryk Vega,1210312
12793,10 giorni senza mamma,IT,2019,Alessandro Genovesi,1206366
12794,Midsommar,"US, SE",2019,Ari Aster,1189437
12795,Le meilleur reste à venir,"FR, BE",2019,"Alexandre de La Patellière, Matthieu Delaporte",1183518
12796,Jak zostalem gangsterem. Historia prawdziwa,PL,2019,Maciej Kawulski,1179147
12797,The Good Liar,"US, CA",2019,Bill Condon,1146338
12798,Als Hitler das rosa Kaninchen stahl,"DE, CH",2019,Caroline Link,1136667
12799,The Personal History of David Copperfield,"US, GB",2019,Armando Iannucci,1114403
12800,Dark Waters,US,2019,Todd Haynes,1112307
12801,Just Mercy,US,2019,Destin Daniel Cretton,1090504
12802,Inséparables,FR,2019,Varante Soudjian,1089982
12803,"Tanguy, le retour",FR,2019,Étienne Chatiliez,1067383
12804,Portrait de la jeune fille en feu,FR,2019,Céline Sciamma,1063605
12805,UglyDolls,"CN, CA, US",2019,Kelly Asbury,1052540
12806,Latte Igel und der magische Wasserstein,DE,2019,"Mimi Maynard, Regina Welker, Paulette Victor-Lifton, Nina Wels, Andrea Deppert",1048267
12807,Playing with Fire,US,2019,Andy Fickman,1042498
12808,Die Heinzels - Rückkehr der Heinzelmännchen,"DE, AT",2019,Ute von Münchow-Pohl,1040661
12809,Fighting with My Family,"GBinc, US",2019,Stephen Merchant,1029777
12810,Il giorno più bello del mondo,IT,2019,Alessandro Siani,1013997
12811,Rebelles,FR,2019,Allan Mauduit,983786
12812,Der Fall Collini,DE,2019,Marco Kreuzpaintner,981780
12813,Underdog,PL,2019,Maciej Kawulski,958275
12814,Ibiza,"FR, BE",2019,Arnaud Lemort,947433
12815,Jak poslubic milionera,PL,2019,Filip Zylber,939012
12816,Çiçero,TR,2019,Serdar Akar,938138
12817,What Men Want,US,2019,Adam Shankman,933896
12818,21 Bridges,US,2019,Brian Kirk,913208
12819,All Inclusive,"FR, BE",2019,Fabien Onteniente,884075
12820,The Kid Who Would Be King,"GBinc, US",2019,Joe Cornish,883893
12821,L'immortale,"IT, DE",2019,Marco D'Amore,880860
12822,Child's Play,"US, CA, FR",2019,Lars Klevberg,880549
12823,The Big Trip,RU,2019,"Vasiliy Rovenskiy, Natalya Nilova, Natalia Nilova",878239
12824,Ostwind: Aris Ankunft,DE,2019,Theresa von Eltz,867346
12825,Alice et le maire,"FR, BE",2019,Nicolas Pariser,861806
12826,The Dead Don't Die,"US, SE",2019,Jim Jarmusch,861225
12827,Brightburn,US,2019,David Yarovesky,856019
12828,Docteur ?,FR,2019,Tristan Séguéla,850901
12829,Cinayet Süsü,TR,2019,Ali Atay,827424
12830,Systemsprenger,DE,2019,Nora Fingscheidt,819967
12831,Motherless Brooklyn,US,2019,Edward Norton,811574
12832,Red Shoes and the Seven Dwarfs,KR,2019,"Sung-ho Hong, Moo-Hyun Jang, Young Sik Uhm",798113
12833,Ma cosa ci dice il cervello,IT,2019,Riccardo Milani,785860
12834,Chamboultout,"FR, BE",2019,Eric Lavaine,759945
12835,Cetto c'è senzadubbiamente,IT,2019,Giulio Manfredonia,753234
12836,National Theatre Live: Fleabag,GB,2019,"Tony Grech-Smith, Vicky Jones",743070
12837,Deux moi,"FR, BE",2019,Cédric Klapisch,734214
12838,Non ci resta che il crimine,IT,2019,Massimiliano Bruno,726160
12839,Les vétos,FR,2019,Julie Manoukian,724037
12840,Rendez-vous chez les Malawas,"FR, BE",2019,James Huth,723942
12841,Arctic Justice,"US, CA, GB, IN",2019,Aaron Woodley,720355
12842,La vérité,"FR, JP",2019,Hirokazu Koreeda,712435
12843,Karakomik Filmler: Kaçamak,TR,2019,Cem Yilmaz,709577
12844,Blinded by the Light,"GB, US",2019,Gurinder Chadha,708226
12845,Öldür Beni Sevgilim,TR,2019,Senol Sönmez,695347
12846,Die Goldfische,DE,2019,Alireza Golafshan,690071
12847,Eftyhia,GR,2019,Angelos Frantzis,686003
12848,(Nie)znajomi,PL,2019,Tadeusz Sliwa,685075
12849,The Prodigy,"US, CA",2019,Nicholas McCarthy,682894
12850,Proceder,PL,2019,Michal Wegrzyn,677136
12851,Ich war noch niemals in New York,DE,2019,Philipp Stölzl,671430
12852,Tolkien,US,2019,Dome Karukoski,667886
12853,Blue Story,"GB, US",2019, Rapman,667675
12854,The Aftermath,"US, DE, GB",2019,James Kent,667244
12855,Mon bébé,"FR, BE",2019,Lisa Azuelos,663497
12856,Les crevettes pailletées,FR,2019,"Maxime Govare, Cédric Le Gallo",661408
12857,"April, May en June",NL,2019,Will Koopman,626623
12858,Mon inconnue,"FR, BE",2019,Hugo Gélin,626263
12859,The Farewell,US,2019,Lulu Wang,624621
12860,Terra Willy: Planète inconnue,FR,2019,Eric Tosti,604911
12861,Un divan à Tunis,"FR, TN",2019,Manele Labidi,602738
12862,Jusqu'ici tout va bien,"FR, BE",2019,Mohamed Hamidi,599561
12863,Vic the Viking and the Magic Sword,"DE, FR, BE",2019,Éric Cazes,596445
12864,Bajo el mismo techo,ES,2019,Juana Macías,588531
12865,Venise n'est pas en Italie,"FR, BE",2019,Ivan Calbérac,581488
12866,Penoza: The Final Chapter,NL,2019,Diederik Van Rooijen,581283
12867,Snekker Andersen og den vesle bygda som glømte at det var jul,NO,2019,Andrea Eckerbom,576889
12868,Türk Isi Dondurma,TR,2019,Can Ulkay,573563
12869,Tenet,"US, GB",2020,Christopher Nolan,12088624
12870,Bad Boys for Life,"US, MX",2020,"Adil El Arbi, Bilall Fallah",10765675
12871,Sonic the Hedgehog,"US, JP, CA",2020,Jeff Fowler,9647938
12872,Dolittle,"US, CN, GB, JP",2020,Stephen Gaghan,8261176
12873,Tolo Tolo,IT,2020,Checco Zalone,6705818
12874,The Croods: A New Age,US,2020,Joel Crawford,6685130
12875,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,US,2020,Cathy Yan,5408692
12876,Onward,US,2020,Dan Scanlon,4351675
12877,After We Collided,US,2020,Roger Kumble,4333491
12878,Eltilerin Savasi,TR,2020,Onur Bilgetay,3828368
12879,A Quiet Place Part II,US,2020,John Krasinski,3751686
12880,Ooops! The Adventure Continues,"DE, IE, LU",2020,"Toby Genkel, Seán McCormack",3339077
12881,The Call of the Wild,"US, CA",2020,Chris Sanders,3229043
12882,The Invisible Man,"US, AU",2020,Leigh Whannell,3213320
12883,Drunk,"DK, SE, NL",2020,Thomas Vinterberg,3028610
12884,Trolls World Tour,US,2020,"Walt Dohrn, David Smith",2900221
12885,Scoob!,US,2020,Tony Cervone,2791253
12886,Nomadland,US,2020,Chloé Zhao,2631066
12887,The Father,"GB, FR",2020,Florian Zeller,2535419
12888,BAC Nord,FR,2020,Cédric Jimenez,2222969
12889,Greenland,"US, GB",2020,Ric Roman Waugh,2175925
12890,Adieu les cons,FR,2020,Albert Dupontel,2139777
12891,Padre no hay más que uno 2: La llegada de la suegra,ES,2020,Santiago Segura,1893595
12892,365 dni,PL,2020,"Barbara Bialowas, Tomasz Mandes",1704098
12893,Bigfoot Family,"BE, FR",2020,"Jeremy Degruson, Ben Stassen",1676288
12894,Nightlife,DE,2020,Simon Verhoeven,1622384
12895,Ducobu 3,"FR, BE",2020,Elie Semoun,1599199
12896,Me contro Te - Il film: La vendetta del Signor S,IT,2020,Gianluca Leuzzi,1553158
12897,Unhinged,"US, GB",2020,Derrick Borte,1533122
12898,Adú,ES,2020,Salvador Calvo,1512200
12899,The New Mutants,US,2020,Josh Boone,1480072
12900,Aline,"FR, CA",2020,Valérie Lemercier,1470178
12901,30 jours max,FR,2020,Tarek Boudali,1390893
12902,The War with Grandpa,"US, GB, CA",2020,Tim Hill,1385337
12903,The Grudge,"US, CA",2020,Nicolas Pesce,1347796
12904,10 jours sans maman,FR,2020,Ludovic Bernard,1329834
12905,Emma.,"GB, US, CN",2020,Autumn de Wilde,1304093
12906,Fantasy Island,US,2020,Jeff Wadlow,1295540
12907,Psy 3: W imie zasad,PL,2020,Wladyslaw Pasikowski,1272473
12908,Kimetsu no Yaiba: Mugen Ressha-Hen,JP,2020,Haruo Sotozaki,1253922
12909,The Duke,GB,2020,Roger Michell,1245184
12910,Odio l'estate,IT,2020,Massimo Venier,1170687
12911,Les blagues de Toto,"FR, LU, BE",2020,Pascal Bourdiaux,1125500
12912,Bayi Toplantisi,TR,2020,Bedran Güzel,1062476
12913,Gli anni più belli,IT,2020,Gabriele Muccino,1057096
12914,Wonder Woman 1984,US,2020,Patty Jenkins,1030326
12915,Le prince oublié,"FR, BE",2020,Michel Hazanavicius,1015730
12916,Mayday,PL,2020,Sam Akina,978041
12917,Lassie - Eine abenteuerliche Reise,DE,2020,Hanno Olderdissen,962627
12918,100% Wolf,AU,2020,Alexs Stadermann,948226
12919,The Courier,"GB, US",2020,Dominic Cooke,944616
12920,Jim Knopf und die Wilde 13,DE,2020,Dennis Gansel,934550
12921,De Gaulle,FR,2020,Gabriel Le Bomin,915794
12922,Antoinette dans les Cévennes,"FR, BE",2020,Caroline Vignal,904525
12923,Hammamet,IT,2020,Gianni Amelio,901368
12924,Honest Thief,US,2020,Mark Williams,888962
12925,Drømmebyggerne,DK,2020,"Kim Hagen Jensen, Tonni Zinck",888599
12926,Contra,DE,2020,Sönke Wortmann,875740
12927,Sifir Bir,TR,2020,Kadri Beran Taskin,868734
12928,Retfærdighedens ryttere,DK,2020,Anders Thomas Jensen,862277
12929,Die Känguru-Chroniken,DE,2020,Dani Levy,846281
12930,Underwater,US,2020,William Eubank,808899
12931,Hayaller Ülkesi: Gamonya,TR,2020,Tugçe Soysop,808671
12932,Tout simplement noir,FR,2020,"John Wax, Jean-Pascal Zadi",779442
12933,La bonne épouse,"FR, BE",2020,Martin Provost,771517
12934,"Yakari, le film","FR, DE, BE",2020,"Xavier Giacometti, Toby Genkel",743469
12935,Die Hochzeit,DE,2020,Til Schweiger,734936
12936,25 lat niewinnosci. Sprawa Tomka Komendy,PL,2020,Jan Holoubek,732962
12937,Poly,"FR, BE",2020,Nicolas Vanier,725744
12938,De beentjes van Sint-Hildegard,NL,2020,Johan Nijenhuis,711602
12939,Lindenberg! Mach dein Ding,DE,2020,Hermine Huntgeburth,711123
12940,Divorce Club,FR,2020,Michaël Youn,701664
12941,Le sens de la famille,"FR, BE",2020,Jean-Patrick Benes,700847
12942,Malasaña 32,"ES, FR",2020,Albert Pintó,699177
12943,Mystère,FR,2020,Denis Imbert,689263
12944,La daronne,FR,2020,Jean-Paul Salomé,679474
12945,The Secret Garden,"GB, FR, US, CN",2020,Marc Munden,669207
12946,Promising Young Woman,"US, GB",2020,Emerald Fennell,665979
12947,Mulan,"US, CA, HK",2020,Niki Caro,659021
12948,Bloodshot,US,2020,Dave Wilson,639146
12949,Dragon Rider,DE,2020,Tomer Eshed,632549
12950,Brahms: The Boy II,"US, CN, CA, AU",2020,William Brent Bell,623740
12951,Petla,PL,2020,Patryk Vega,602112
12952,Effacer l'historique,"FR, BE",2020,"Benoît Delépine, Gustave Kervern",582925
12953,Enkel für Anfänger,DE,2020,Wolfgang Groos,574735
12954,Miami Bici,RO,2020,Jesús del Cerro,555689
12955,Figli,IT,2020,Giuseppe Bonito,530418
12956,Zenek,PL,2020,Jan Hryniak,517272
12957,Le lion,"FR, BE",2020,Ludovic Colbeau-Justin,512213
12958,The Forgotten Battle,NL,2020,Matthijs van Heijningen Jr.,509510
12959,Sprite Sisters - Vier zauberhafte Schwestern,DE,2020,Sven Unterwaldt Jr.,507457
12960,Été 85,"FR, BE",2020,François Ozon,494780
12961,Antebellum,US,2020,"Gerard Bush, Christopher Renz",494108
12962,Prílis osobní známost,"CZ, SK",2020,Marta Ferencová,492650
12963,18 regali,IT,2020,Francesco Amato,482305
12964,Opération Portugal,FR,2020,Frank Cimière,477986
12965,I Still Believe,US,2020,"Andrew Erwin, Jon Erwin",476092
12966,Hasta que la boda nos separe,ES,2020,Dani de la Orden,471697
12967,"Calamity, une enfance de Martha Jane Cannary","FR, DK",2020,Rémi Chayé,467088
12968,Un triomphe,FR,2020,Emmanuel Courcol,462451
12969,I mysi patrí do nebe,"CZ, FR, PL, SK",2020,"Jan Bubenicek, Denisa Grimmová",461297
12970,The Witches,"US, MX, CA",2020,Robert Zemeckis,455937
12971,V síti,"CZ, SK",2020,"Barbora Chalupová, Vít Klusák",453949
12972,Klovn the Final,DK,2020,Mikkel Nørgaard,452921
